date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
18:25:40	17592/17592	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Sep%202022%2021:25:38%20GMT	https://orbitabar.com.br/nossa-historia/	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/nossa-historia/index.html	(from https://orbitabar.com.br/)
18:25:41	15322/15322	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Sep%202022%2021:25:38%20GMT	https://orbitabar.com.br/contato/	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/contato/index.html	(from https://orbitabar.com.br/)
18:25:41	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Sep%202022%2021:25:39%20GMT	https://orbitabar.com.br/responsabilidade-social	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/responsabilidade-social.f.delayed	(from https://orbitabar.com.br/)
18:25:41	265/265	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202017%2015:28:31%20GMT	https://orbitabar.com.br/wp-content/themes/orbitabar/images/menu-abrir.png	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/themes/orbitabar/images/menu-abrir.png	(from https://orbitabar.com.br/)
18:25:41	17825/17825	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Sep%202022%2021:25:39%20GMT	https://orbitabar.com.br/responsabilidade-social/	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/responsabilidade-social/index.html	(from https://orbitabar.com.br/)
18:25:41	11346/11346	---M--	200	added ('OK')	image/jpeg	date:Thu,%2010%20Oct%202019%2014:58:45%20GMT	https://orbitabar.com.br/wp-content/uploads/2019/10/qui-out.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/uploads/2019/10/qui-out.jpg	(from https://orbitabar.com.br/)
18:25:41	50583/50583	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202019%2019:41:50%20GMT	https://orbitabar.com.br/wp-content/uploads/2019/12/sex.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/uploads/2019/12/sex.jpg	(from https://orbitabar.com.br/)
18:25:42	52665/52665	---M--	200	added ('OK')	image/jpeg	date:Tue,%2010%20Dec%202019%2019:41:48%20GMT	https://orbitabar.com.br/wp-content/uploads/2019/12/sab.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/uploads/2019/12/sab.jpg	(from https://orbitabar.com.br/)
18:25:42	53662/53662	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Aug%202019%2020:08:56%20GMT	https://orbitabar.com.br/wp-content/uploads/2019/08/domingo.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/uploads/2019/08/domingo.jpg	(from https://orbitabar.com.br/)
18:25:42	14776/14776	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Sep%202022%2021:25:40%20GMT	https://orbitabar.com.br/programacao/	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/programacao/index.html	(from https://orbitabar.com.br/)
18:25:42	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Sep%202022%2021:25:40%20GMT	https://orbitabar.com.br/listas-de-aniversario	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/listas-de-aniversario	(from https://orbitabar.com.br/)
18:25:42	10621/10621	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Mar%202018%2023:01:37%20GMT	https://orbitabar.com.br//wp-content/files_mf/152027586928514422_1628073197284993_8111981136655127801_o-267x154_c.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/files_mf/152027586928514422_1628073197284993_8111981136655127801_o-267x154_c.jpg	(from https://orbitabar.com.br/)
18:25:42	28795/28795	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Sep%202022%2021:25:40%20GMT	https://orbitabar.com.br/seu-evento-na-nossa-casa/	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/seu-evento-na-nossa-casa/index.html	(from https://orbitabar.com.br/)
18:25:43	503/503	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202017%2015:28:28%20GMT	https://orbitabar.com.br/wp-content/themes/orbitabar/images/background-foto.png	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/themes/orbitabar/images/background-foto.png	(from https://orbitabar.com.br/)
18:25:43	13667/13667	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Mar%202018%2023:01:37%20GMT	https://orbitabar.com.br//wp-content/files_mf/152027581427992995_1615539508538362_6901582604134741624_o-267x154_c.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/files_mf/152027581427992995_1615539508538362_6901582604134741624_o-267x154_c.jpg	(from https://orbitabar.com.br/)
18:25:43	21627/21627	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Sep%202022%2021:25:41%20GMT	https://orbitabar.com.br/galeria/	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/galeria/index.html	(from https://orbitabar.com.br/)
18:25:43	8753/8753	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Mar%202018%2023:01:37%20GMT	https://orbitabar.com.br//wp-content/files_mf/152027576427503701_1604569269635386_3108091475591949078_o-267x154_c.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/files_mf/152027576427503701_1604569269635386_3108091475591949078_o-267x154_c.jpg	(from https://orbitabar.com.br/)
18:25:43	13614/13614	---M--	200	added ('OK')	image/jpeg	date:Mon,%2005%20Mar%202018%2023:01:38%20GMT	https://orbitabar.com.br//wp-content/files_mf/152027568527164174_1594286507330329_7159932034925992382_o-267x154_c.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/files_mf/152027568527164174_1594286507330329_7159932034925992382_o-267x154_c.jpg	(from https://orbitabar.com.br/)
18:25:44	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Sep%202022%2021:25:41%20GMT	https://orbitabar.com.br/galeria	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/galeria	(from https://orbitabar.com.br/)
18:25:44	21004/21004	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Sep%202022%2021:25:42%20GMT	https://orbitabar.com.br/listas-de-aniversario/	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/listas-de-aniversario/index.html	(from https://orbitabar.com.br/)
18:25:44	14281/14281	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Apr%202018%2015:49:05%20GMT	https://orbitabar.com.br//wp-content/files_mf/1523893445patrick_tor4_cred._jedson_nobre1024x682-180x180_c.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/files_mf/1523893445patrick_tor4_cred._jedson_nobre1024x682-180x180_c.jpg	(from https://orbitabar.com.br/)
18:25:44	14028/14028	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Sep%202022%2021:25:42%20GMT	https://orbitabar.com.br/galeria/nmevd-ressaca-de-carnaval-com-attooxxa/	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/galeria/nmevd-ressaca-de-carnaval-com-attooxxa/index.html	(from https://orbitabar.com.br/)
18:25:44	10810/10810	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Apr%202018%2015:38:58%20GMT	https://orbitabar.com.br//wp-content/files_mf/1523892986bacoexudoblues-180x180_c.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/files_mf/1523892986bacoexudoblues-180x180_c.jpg	(from https://orbitabar.com.br/)
18:25:44	12520/12520	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Apr%202018%2015:28:35%20GMT	https://orbitabar.com.br//wp-content/files_mf/1523892508ricodalasam-180x180_c.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/files_mf/1523892508ricodalasam-180x180_c.jpg	(from https://orbitabar.com.br/)
18:25:45	5551/5551	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Apr%202018%2015:26:56%20GMT	https://orbitabar.com.br//wp-content/files_mf/1523892400jaloo-180x180_c.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/files_mf/1523892400jaloo-180x180_c.jpg	(from https://orbitabar.com.br/)
18:25:45	12210/12210	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Apr%202018%2015:26:56%20GMT	https://orbitabar.com.br//wp-content/files_mf/152389237023595835_194480594459123_7165194395459780608_n-180x180_c.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/files_mf/152389237023595835_194480594459123_7165194395459780608_n-180x180_c.jpg	(from https://orbitabar.com.br/)
18:25:45	14209/14209	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Sep%202022%2021:25:43%20GMT	https://orbitabar.com.br/galeria/pre-carnaval-drags-da-gandaia-no-orbita-bar/	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/galeria/pre-carnaval-drags-da-gandaia-no-orbita-bar/index.html	(from https://orbitabar.com.br/)
18:25:45	11621/11621	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Apr%202018%2015:24:15%20GMT	https://orbitabar.com.br//wp-content/files_mf/1523892214tatiquebrabarraco-180x180_c.jpeg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/files_mf/1523892214tatiquebrabarraco-180x180_c.jpg	(from https://orbitabar.com.br/)
18:25:45	9807/9807	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Apr%202018%2015:02:23%20GMT	https://orbitabar.com.br//wp-content/files_mf/1523890888aldotheband-180x180_c.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/files_mf/1523890888aldotheband-180x180_c.jpg	(from https://orbitabar.com.br/)
18:25:46	6114/6114	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Apr%202018%2014:58:09%20GMT	https://orbitabar.com.br//wp-content/files_mf/1523890618andreaskisser-180x180_c.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/files_mf/1523890618andreaskisser-180x180_c.jpg	(from https://orbitabar.com.br/)
18:25:46	8110/8110	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Apr%202018%2014:50:45%20GMT	https://orbitabar.com.br//wp-content/files_mf/1523890221Atooxxa-180x180_c.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/files_mf/1523890221Atooxxa-180x180_c.jpg	(from https://orbitabar.com.br/)
18:25:46	14243/14243	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Sep%202022%2021:25:44%20GMT	https://orbitabar.com.br/galeria/americana-american-college-party-no-orbita-bar/	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/galeria/americana-american-college-party-no-orbita-bar/index.html	(from https://orbitabar.com.br/)
18:25:46	44162/44162	---M--	200	added ('OK')	image/png	date:Mon,%2016%20Apr%202018%2014:33:02%20GMT	https://orbitabar.com.br//wp-content/files_mf/15238891518f1cfcb98a-180x180_c.png	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/files_mf/15238891518f1cfcb98a-180x180_c.png	(from https://orbitabar.com.br/)
18:25:46	6246/6246	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Apr%202018%2014:30:49%20GMT	https://orbitabar.com.br//wp-content/files_mf/1523889031marginalmenihateflashsolowbass-180x180_c.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/files_mf/1523889031marginalmenihateflashsolowbass-180x180_c.jpg	(from https://orbitabar.com.br/)
18:25:46	11801/11801	---M--	200	added ('OK')	image/jpeg	date:Mon,%2016%20Apr%202018%2013:52:52%20GMT	https://orbitabar.com.br//wp-content/files_mf/1523886754Vanguart_Ariel_Martini_Fotografia-180x180_c.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/files_mf/1523886754Vanguart_Ariel_Martini_Fotografia-180x180_c.jpg	(from https://orbitabar.com.br/)
18:25:47	13164/13164	---M-Z	404	error ('Not%20Found')	text/html	date:Sun,%2018%20Sep%202022%2021:25:45%20GMT	https://orbitabar.com.br/newsletter.php	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/newsletter.php	(from https://orbitabar.com.br/)
18:25:47	14241/14241	---M-Z	200	added ('OK')	text/html	date:Sun,%2018%20Sep%202022%2021:25:45%20GMT	https://orbitabar.com.br/galeria/funkton-de-carnaval-com-los-gringos-no-orbita-bar/	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/galeria/funkton-de-carnaval-com-los-gringos-no-orbita-bar/index.html	(from https://orbitabar.com.br/)
18:25:47	23638/23638	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202017%2015:28:31%20GMT	https://orbitabar.com.br/wp-content/themes/orbitabar/images/logo_footer.png	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/themes/orbitabar/images/logo_footer.png	(from https://orbitabar.com.br/)
18:25:47	727/727	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202017%2015:28:30%20GMT	https://orbitabar.com.br/wp-content/themes/orbitabar/images/icon_facebook.png	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/themes/orbitabar/images/icon_facebook.png	(from https://orbitabar.com.br/)
18:25:47	843/843	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202017%2015:28:30%20GMT	https://orbitabar.com.br/wp-content/themes/orbitabar/images/icon_twitter.png	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/themes/orbitabar/images/icon_twitter.png	(from https://orbitabar.com.br/)
18:25:48	860/860	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202017%2015:28:30%20GMT	https://orbitabar.com.br/wp-content/themes/orbitabar/images/icon_instagram.png	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/themes/orbitabar/images/icon_instagram.png	(from https://orbitabar.com.br/)
18:25:48	983/983	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202017%2015:28:30%20GMT	https://orbitabar.com.br/wp-content/themes/orbitabar/images/icon_youtube.png	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/themes/orbitabar/images/icon_youtube.png	(from https://orbitabar.com.br/)
18:25:48	1219/1219	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202017%2015:28:32%20GMT	https://orbitabar.com.br/wp-content/themes/orbitabar/images/soim.png	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/themes/orbitabar/images/soim.png	(from https://orbitabar.com.br/)
18:25:48	14440/14440	---M--	200	added ('OK')	application/javascript	date:Wed,%2031%20Jul%202019%2013:46:20%20GMT	https://orbitabar.com.br/wp-content/plugins/contact-form-7/includes/js/scripts.js?ver=5.1.3	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/plugins/contact-form-7/includes/js/scriptsbdeb.js	(from https://orbitabar.com.br/)
18:25:49	19791/19791	---M--	200	added ('OK')	application/javascript	date:Wed,%2031%20Jul%202019%2013:46:20%20GMT	https://orbitabar.com.br/wp-content/plugins/easy-fancybox/js/jquery.fancybox.min.js?ver=1.3.24	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/plugins/easy-fancybox/js/jquery.fancybox.min4271.js	(from https://orbitabar.com.br/)
18:25:49	2302/2302	---M--	200	added ('OK')	application/javascript	date:Wed,%2031%20Jul%202019%2013:46:20%20GMT	https://orbitabar.com.br/wp-content/plugins/easy-fancybox/js/jquery.easing.min.js?ver=1.4.1	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/plugins/easy-fancybox/js/jquery.easing.min330a.js	(from https://orbitabar.com.br/)
18:25:49	2609/2609	---M--	200	added ('OK')	application/javascript	date:Wed,%2031%20Jul%202019%2013:46:20%20GMT	https://orbitabar.com.br/wp-content/plugins/easy-fancybox/js/jquery.mousewheel.min.js?ver=3.1.13	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/plugins/easy-fancybox/js/jquery.mousewheel.mina9d5.js	(from https://orbitabar.com.br/)
18:25:49	1391/1391	---M--	200	added ('OK')	application/javascript	date:Thu,%2015%20Apr%202021%2013:41:52%20GMT	https://orbitabar.com.br/wp-includes/js/wp-embed.min.js?ver=5.2.16	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-includes/js/wp-embed.minedf7.js	(from https://orbitabar.com.br/)
18:25:51	50205/50205	---MC-	200	added ('OK')	text/javascript	date:Wed,%2013%20Apr%202022%2021:02:38%20GMT	http://www.google-analytics.com/analytics.js	C:/Users/Saga/Desktop/Dohabar/dohabar/www.google-analytics.com/analytics.js	(from https://orbitabar.com.br/)
18:25:51	3619/3619	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Apr%202017%2015:28:28%20GMT	https://orbitabar.com.br/wp-content/themes/orbitabar/images/background-header.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/themes/orbitabar/images/background-header.jpg	(from https://orbitabar.com.br/wp-content/themes/orbitabar/css/style.css)
18:25:52	297/297	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Apr%202017%2015:28:31%20GMT	https://orbitabar.com.br/wp-content/themes/orbitabar/images/linha.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/themes/orbitabar/images/linha.jpg	(from https://orbitabar.com.br/wp-content/themes/orbitabar/css/style.css)
18:25:52	6398/6398	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Apr%202017%2015:28:29%20GMT	https://orbitabar.com.br/wp-content/themes/orbitabar/images/background_footer.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/themes/orbitabar/images/background_footer.jpg	(from https://orbitabar.com.br/wp-content/themes/orbitabar/css/style.css)
18:25:52	288/288	---M--	200	added ('OK')	image/jpeg	date:Tue,%2004%20Apr%202017%2015:28:31%20GMT	https://orbitabar.com.br/wp-content/themes/orbitabar/images/linha-p.jpg	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/themes/orbitabar/images/linha-p.jpg	(from https://orbitabar.com.br/wp-content/themes/orbitabar/css/style.css)
18:25:52	186/186	---M--	200	added ('OK')	image/png	date:Tue,%2004%20Apr%202017%2015:28:31%20GMT	https://orbitabar.com.br/wp-content/themes/orbitabar/images/linha-m.png	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/themes/orbitabar/images/linha-m.png	(from https://orbitabar.com.br/wp-content/themes/orbitabar/css/style.css)
18:25:53	142324/142324	---M--	200	added ('OK')	image/gif	date:Mon,%2010%20Apr%202017%2018:42:53%20GMT	https://orbitabar.com.br/wp-content/themes/orbitabar/images/loader.gif	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/themes/orbitabar/images/loader.gif	(from https://orbitabar.com.br/wp-content/themes/orbitabar/css/style.css)
18:25:53	847/847	---M--	200	added ('OK')	image/gif	date:Wed,%2031%20Jul%202019%2013:46:20%20GMT	https://orbitabar.com.br/wp-content/plugins/contact-form-7/images/ajax-loader.gif	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/plugins/contact-form-7/images/ajax-loader.gif	(from https://orbitabar.com.br/wp-content/plugins/contact-form-7/includes/css/styles.css?ver=5.1.3)
18:25:53	15287/15287	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202019%2013:46:20%20GMT	https://orbitabar.com.br/wp-content/plugins/easy-fancybox/images/fancybox.png	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/plugins/easy-fancybox/images/fancybox.png	(from https://orbitabar.com.br/wp-content/plugins/easy-fancybox/css/jquery.fancybox.min.css?ver=1.3.24)
18:25:53	203/203	---M--	200	added ('OK')	image/png	date:Wed,%2031%20Jul%202019%2013:46:20%20GMT	https://orbitabar.com.br/wp-content/plugins/easy-fancybox/images/fancybox-x.png	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-content/plugins/easy-fancybox/images/fancybox-x.png	(from https://orbitabar.com.br/wp-content/plugins/easy-fancybox/css/jquery.fancybox.min.css?ver=1.3.24)
18:25:54	2262/2262	---MC-	200	added ('OK')	application/json	date:Sun,%2018%20Sep%202022%2021:25:52%20GMT	https://orbitabar.com.br/wp-json/oembed/1.0/embed?url=https%3A%2F%2Forbitabar.com.br%2Fnossa-historia%2F	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/wp-json/oembed/1.0/embed64a1.json	(from https://orbitabar.com.br/nossa-historia/)
18:25:54	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Sun,%2018%20Sep%202022%2021:25:52%20GMT	https://orbitabar.com.br/?p=210	C:/Users/Saga/Desktop/Dohabar/dohabar/orbitabar.com.br/indexe4c6.html	(from https://orbitabar.com.br/nossa-historia/)
